EntryDate,EntryTime,EntryPrice,Type,ExitDate,ExitTime,ExitPrice,Symbol,Pnl
20-03-2018,09:30:00,51.95,Sell,20-03-2018,15:15:00,32.35,23700PE,490
20-03-2018,09:36:00,95.9,Buy,20-03-2018,12:58:00,86.3,24500CE,-240
20-03-2018,10:04:00,57.95,Sell,20-03-2018,11:24:00,75.35,24600CE,-435
21-03-2018,09:30:00,50.5,Sell,21-03-2018,10:02:00,65.65,24600CE,-378.75
21-03-2018,09:30:00,45.5,Sell,21-03-2018,14:14:00,59.15,24100PE,-341.25
21-03-2018,09:58:00,95.55,Buy,21-03-2018,11:52:00,76.45,24500CE,-477.5
21-03-2018,12:42:00,78.25,Buy,21-03-2018,13:34:00,62.6,24200PE,-391.25
21-03-2018,11:43:00,50.5,Sell,21-03-2018,15:15:00,14.85,24600CE,891.25
21-03-2018,14:23:00,45.5,Sell,21-03-2018,14:38:00,59.2,24100PE,-342.5
22-03-2018,09:30:00,27.55,Sell,22-03-2018,09:39:00,35.8,24400CE,-206.25
22-03-2018,09:30:00,49,Sell,22-03-2018,13:12:00,63.7,24200PE,-367.5
22-03-2018,09:37:00,74.3,Buy,22-03-2018,10:55:00,59.45,24300CE,-371.25
22-03-2018,11:58:00,103.75,Buy,22-03-2018,12:23:00,83,24300PE,-518.75
22-03-2018,09:46:00,27.55,Sell,22-03-2018,15:15:00,0.05,24400CE,687.5
22-03-2018,13:44:00,49,Sell,22-03-2018,15:15:00,45,24200PE,100
23-03-2018,09:30:00,50.55,Sell,23-03-2018,15:15:00,36.25,24200CE,357.5
23-03-2018,09:30:00,51.85,Sell,23-03-2018,15:15:00,44.65,23100PE,180
23-03-2018,13:37:00,82,Buy,23-03-2018,13:46:00,65.6,24100CE,-410
23-03-2018,12:05:00,95.9,Buy,23-03-2018,13:02:00,76.7,23300PE,-480
26-03-2018,09:30:00,42.3,Sell,26-03-2018,11:57:00,55,24100CE,-317.5
26-03-2018,09:30:00,53.8,Sell,26-03-2018,15:15:00,10.15,23400PE,1091.25
26-03-2018,11:43:00,77,Buy,26-03-2018,15:15:00,355.45,24000CE,6961.25
26-03-2018,10:56:00,87.35,Buy,26-03-2018,11:07:00,69.9,23500PE,-436.25
27-03-2018,09:30:00,51.35,Sell,27-03-2018,09:44:00,66.75,24700CE,-385
27-03-2018,09:30:00,46.65,Sell,27-03-2018,10:43:00,60.65,24200PE,-350
27-03-2018,09:33:00,91.95,Buy,27-03-2018,09:51:00,73.55,24600CE,-460
27-03-2018,10:02:00,82.8,Buy,27-03-2018,12:07:00,82.85,24300PE,1.25
27-03-2018,09:50:00,51.35,Sell,27-03-2018,15:15:00,15.15,24700CE,905
27-03-2018,12:08:00,46.65,Sell,27-03-2018,13:22:00,60.65,24200PE,-350
28-03-2018,09:30:00,56.3,Sell,28-03-2018,09:46:00,73.2,24300CE,-422.5
28-03-2018,09:30:00,57.3,Sell,28-03-2018,15:15:00,1.55,24200PE,1393.75
28-03-2018,09:41:00,118.45,Buy,28-03-2018,10:15:00,94.75,24200CE,-592.5
28-03-2018,09:33:00,65.9,Buy,28-03-2018,09:38:00,52.7,24200PE,-330
28-03-2018,09:49:00,56.3,Sell,28-03-2018,11:30:00,73.2,24300CE,-422.5
02-04-2018,09:30:00,55.6,Sell,02-04-2018,15:15:00,53.1,24700CE,62.5
02-04-2018,09:30:00,47,Sell,02-04-2018,15:15:00,20.45,23600PE,663.75
02-04-2018,13:41:00,90.95,Buy,02-04-2018,14:33:00,72.75,24600CE,-455
02-04-2018,09:34:00,93.5,Buy,02-04-2018,11:09:00,74.8,23800PE,-467.5
03-04-2018,09:30:00,39.5,Sell,03-04-2018,15:15:00,41.75,24800CE,-56.25
03-04-2018,09:30:00,50,Sell,03-04-2018,15:15:00,20.45,24000PE,738.75
03-04-2018,15:05:00,110.65,Buy,03-04-2018,15:15:00,112.05,24600CE,35
03-04-2018,10:59:00,78.35,Buy,03-04-2018,11:53:00,62.7,24100PE,-391.25
04-04-2018,09:30:00,54.8,Sell,04-04-2018,10:06:00,71.25,24700CE,-411.25
04-04-2018,09:30:00,51.5,Sell,04-04-2018,13:20:00,66.95,24300PE,-386.25
04-04-2018,09:47:00,103,Buy,04-04-2018,11:58:00,92.7,24600CE,-257.5
04-04-2018,13:03:00,92.35,Buy,04-04-2018,15:15:00,277.5,24400PE,4628.75
04-04-2018,12:00:00,54.8,Sell,04-04-2018,15:15:00,2.55,24700CE,1306.25
05-04-2018,09:30:00,48.2,Sell,05-04-2018,10:16:00,62.65,24500CE,-361.25
05-04-2018,09:30:00,54.75,Sell,05-04-2018,15:15:00,0.1,24400PE,1366.25
05-04-2018,10:11:00,110.4,Buy,05-04-2018,10:46:00,99.35,24400CE,-276.25
05-04-2018,09:45:00,115,Buy,05-04-2018,10:01:00,91.05,24500PE,-598.75
05-04-2018,10:46:00,48.2,Sell,05-04-2018,13:15:00,62.65,24500CE,-361.25
06-04-2018,09:30:00,58,Sell,06-04-2018,12:26:00,75.4,25100CE,-435
06-04-2018,09:30:00,49.7,Sell,06-04-2018,15:15:00,37,24100PE,317.5
06-04-2018,10:32:00,96.6,Buy,06-04-2018,11:13:00,77.3,25000CE,-482.5
06-04-2018,09:40:00,90.5,Buy,06-04-2018,10:16:00,72.4,24300PE,-452.5
09-04-2018,09:30:00,51.5,Sell,09-04-2018,14:16:00,66.95,25400CE,-386.25
09-04-2018,09:30:00,52.95,Sell,09-04-2018,15:15:00,37.1,24500PE,396.25
09-04-2018,12:21:00,84.2,Buy,09-04-2018,12:44:00,67.35,25300CE,-421.25
09-04-2018,14:42:00,51.5,Sell,09-04-2018,15:15:00,52.55,25400CE,-26.25
10-04-2018,09:30:00,43.1,Sell,10-04-2018,15:15:00,33.1,25500CE,250
10-04-2018,09:30:00,44.35,Sell,10-04-2018,10:50:00,57.65,24800PE,-332.5
10-04-2018,10:41:00,100.05,Buy,10-04-2018,11:56:00,90.05,25000PE,-250
10-04-2018,11:57:00,44.35,Sell,10-04-2018,15:15:00,37.5,24800PE,171.25
11-04-2018,09:30:00,41.1,Sell,11-04-2018,15:15:00,26,25300CE,377.5
11-04-2018,09:30:00,59.7,Sell,11-04-2018,09:45:00,77.6,24900PE,-447.5
11-04-2018,09:43:00,107.7,Buy,11-04-2018,11:08:00,107.65,25000PE,-1.25
11-04-2018,13:21:00,59.7,Sell,11-04-2018,15:15:00,33.55,24900PE,653.75
12-04-2018,09:30:00,52.4,Sell,12-04-2018,09:48:00,68.45,25000CE,-401.25
12-04-2018,09:30:00,41,Sell,12-04-2018,15:15:00,0.05,24900PE,1023.75
12-04-2018,09:33:00,119.5,Buy,12-04-2018,15:15:00,277.35,24900CE,3946.25
13-04-2018,09:30:00,52.2,Sell,13-04-2018,11:36:00,67.85,25700CE,-391.25
13-04-2018,09:30:00,51.05,Sell,13-04-2018,13:08:00,66.35,24800PE,-382.5
13-04-2018,10:02:00,88.55,Buy,13-04-2018,13:01:00,70.85,25600CE,-442.5
13-04-2018,13:06:00,79.5,Buy,13-04-2018,13:48:00,79.5,24900PE,0
13-04-2018,12:44:00,52.2,Sell,13-04-2018,15:15:00,31,25700CE,530
13-04-2018,15:05:00,51.05,Sell,13-04-2018,15:15:00,57.5,24800PE,-161.25
16-04-2018,09:30:00,51.3,Sell,16-04-2018,15:15:00,48.35,25600CE,73.75
16-04-2018,09:30:00,53.3,Sell,16-04-2018,11:20:00,69.3,24800PE,-400
16-04-2018,09:35:00,83.4,Buy,16-04-2018,13:06:00,66.7,24900PE,-417.5
16-04-2018,12:24:00,53.3,Sell,16-04-2018,15:15:00,30.05,24800PE,581.25
17-04-2018,09:30:00,38,Sell,17-04-2018,09:46:00,49.4,25600CE,-285
17-04-2018,09:30:00,58.1,Sell,17-04-2018,15:15:00,32.5,25000PE,640
17-04-2018,09:42:00,107.8,Buy,17-04-2018,11:10:00,97.05,25400CE,-268.75
17-04-2018,12:47:00,95.7,Buy,17-04-2018,13:05:00,76.55,25100PE,-478.75
17-04-2018,11:10:00,38,Sell,17-04-2018,15:15:00,32.1,25600CE,147.5
18-04-2018,09:30:00,45.8,Sell,18-04-2018,15:15:00,6.4,25500CE,985
18-04-2018,09:30:00,42.2,Sell,18-04-2018,14:42:00,54.85,25100PE,-316.25
18-04-2018,14:06:00,81.35,Buy,18-04-2018,14:32:00,65.1,25200PE,-406.25
19-04-2018,09:30:00,36.4,Sell,19-04-2018,15:15:00,0.2,25200CE,905
19-04-2018,09:30:00,45.45,Sell,19-04-2018,11:10:00,59.1,25100PE,-341.25
19-04-2018,10:06:00,107.45,Buy,19-04-2018,10:33:00,85.95,25200PE,-537.5
19-04-2018,11:38:00,45.45,Sell,19-04-2018,12:03:00,59.1,25100PE,-341.25
20-04-2018,09:30:00,47.8,Sell,20-04-2018,15:15:00,35.75,25400CE,301.25
20-04-2018,09:30:00,54,Sell,20-04-2018,13:09:00,70.2,24500PE,-405
20-04-2018,09:49:00,101.5,Buy,20-04-2018,14:33:00,91.35,24700PE,-253.75
20-04-2018,14:32:00,54,Sell,20-04-2018,15:15:00,47.5,24500PE,162.5
23-04-2018,09:30:00,41.55,Sell,23-04-2018,10:19:00,54,25200CE,-311.25
23-04-2018,09:30:00,59.85,Sell,23-04-2018,15:15:00,30.95,24500PE,722.5
23-04-2018,10:09:00,107.2,Buy,23-04-2018,14:19:00,128.55,25000CE,533.75
24-04-2018,09:30:00,50.5,Sell,24-04-2018,15:15:00,28.55,25300CE,548.75
24-04-2018,09:30:00,54,Sell,24-04-2018,12:38:00,70.5,24800PE,-412.5
24-04-2018,10:00:00,89.1,Buy,24-04-2018,13:32:00,80.2,24900PE,-222.5
24-04-2018,13:31:00,54,Sell,24-04-2018,15:15:00,43.55,24800PE,261.25
25-04-2018,09:30:00,41.3,Sell,25-04-2018,15:15:00,9.85,25100CE,786.25
25-04-2018,09:30:00,58.8,Sell,25-04-2018,09:59:00,76.45,24800PE,-441.25
25-04-2018,09:52:00,111.2,Buy,25-04-2018,11:57:00,100.05,24900PE,-278.75
25-04-2018,11:57:00,58.8,Sell,25-04-2018,14:03:00,77.5,24800PE,-467.5
26-04-2018,09:30:00,54.55,Sell,26-04-2018,11:07:00,70.9,24800CE,-408.75
26-04-2018,09:30:00,25.85,Sell,26-04-2018,15:15:00,0.05,24700PE,645
26-04-2018,11:01:00,62.75,Buy,26-04-2018,11:38:00,56.5,24800CE,-156.25
26-04-2018,11:38:00,54.55,Sell,26-04-2018,14:04:00,70.9,24800CE,-408.75
27-04-2018,09:30:00,48.05,Sell,27-04-2018,09:50:00,62.45,25500CE,-360
27-04-2018,09:30:00,57.85,Sell,27-04-2018,15:15:00,23.55,24900PE,857.5
27-04-2018,09:41:00,82.8,Buy,27-04-2018,15:15:00,127.75,25400CE,1123.75
30-04-2018,09:30:00,38.2,Sell,30-04-2018,15:15:00,32.05,25800CE,153.75
30-04-2018,09:30:00,37.6,Sell,30-04-2018,15:15:00,22.05,25300PE,388.75
30-04-2018,12:15:00,72.45,Buy,30-04-2018,14:30:00,57.95,25700CE,-362.5
02-05-2018,09:30:00,51,Sell,02-05-2018,12:17:00,66.3,25700CE,-382.5
02-05-2018,09:30:00,43.75,Sell,02-05-2018,09:52:00,56.9,25500PE,-328.75
02-05-2018,12:14:00,108.85,Buy,02-05-2018,14:11:00,98,25600CE,-271.25
02-05-2018,09:47:00,90.75,Buy,02-05-2018,12:07:00,81.7,25600PE,-226.25
02-05-2018,12:09:00,43.75,Sell,02-05-2018,14:19:00,56.9,25500PE,-328.75
02-05-2018,14:11:00,51,Sell,02-05-2018,15:15:00,34.5,25700CE,412.5
03-05-2018,09:30:00,53.45,Sell,03-05-2018,09:54:00,69.5,25500CE,-401.25
03-05-2018,09:30:00,47.5,Sell,03-05-2018,15:15:00,0.1,25500PE,1185
03-05-2018,09:47:00,61.45,Buy,03-05-2018,10:36:00,55.3,25500CE,-153.75
03-05-2018,12:25:00,53.45,Sell,03-05-2018,12:42:00,69.5,25500CE,-401.25
04-05-2018,09:30:00,59.85,Sell,04-05-2018,15:15:00,55.85,25900CE,100
04-05-2018,09:30:00,51.95,Sell,04-05-2018,15:15:00,43,25300PE,223.75
04-05-2018,09:47:00,104.1,Buy,04-05-2018,11:41:00,83.3,25800CE,-520
04-05-2018,11:43:00,86,Buy,04-05-2018,13:23:00,68.8,25400PE,-430
07-05-2018,09:30:00,44.2,Sell,07-05-2018,15:15:00,51.5,26000CE,-182.5
07-05-2018,09:30:00,54.3,Sell,07-05-2018,15:15:00,36.85,25500PE,436.25
07-05-2018,12:49:00,82.55,Buy,07-05-2018,15:15:00,84.35,25900CE,45
08-05-2018,09:30:00,56,Sell,08-05-2018,12:19:00,72.8,26100CE,-420
08-05-2018,09:30:00,39.9,Sell,08-05-2018,15:15:00,29.85,25700PE,251.25
08-05-2018,12:11:00,107.6,Buy,08-05-2018,13:00:00,86.1,26000CE,-537.5
08-05-2018,09:51:00,109.25,Buy,08-05-2018,11:46:00,87.4,25900PE,-546.25
08-05-2018,13:00:00,56,Sell,08-05-2018,15:15:00,65.3,26100CE,-232.5
09-05-2018,09:30:00,41.3,Sell,09-05-2018,09:36:00,53.7,26100CE,-310
09-05-2018,09:30:00,40.65,Sell,09-05-2018,15:15:00,7,25800PE,841.25
09-05-2018,09:34:00,88.7,Buy,09-05-2018,15:15:00,145.3,26000CE,1415
10-05-2018,09:30:00,46.85,Sell,10-05-2018,15:15:00,0.15,26200CE,1167.5
10-05-2018,09:30:00,50.5,Sell,10-05-2018,11:05:00,65.65,26200PE,-378.75
10-05-2018,14:34:00,120.6,Buy,10-05-2018,14:38:00,96.5,26100CE,-602.5
10-05-2018,10:49:00,58.1,Buy,10-05-2018,13:19:00,63.9,26200PE,145
10-05-2018,11:18:00,50.5,Sell,10-05-2018,12:39:00,65.65,26200PE,-378.75
11-05-2018,09:30:00,57,Sell,11-05-2018,14:33:00,74.1,26700CE,-427.5
11-05-2018,09:30:00,57.4,Sell,11-05-2018,15:15:00,43.1,25500PE,357.5
11-05-2018,14:18:00,88.9,Buy,11-05-2018,15:15:00,136.4,26600CE,1187.5
14-05-2018,09:30:00,57,Sell,14-05-2018,15:15:00,63.2,26900CE,-155
14-05-2018,09:30:00,57.05,Sell,14-05-2018,12:11:00,74.15,25900PE,-427.5
14-05-2018,10:26:00,92.65,Buy,14-05-2018,11:40:00,74.1,26800CE,-463.75
14-05-2018,11:37:00,102.2,Buy,14-05-2018,15:15:00,109.7,26100PE,187.5
15-05-2018,09:30:00,43.2,Sell,15-05-2018,10:11:00,56.15,27100CE,-323.75
15-05-2018,09:30:00,54,Sell,15-05-2018,09:34:00,72,26200PE,-450
15-05-2018,09:52:00,100.35,Buy,15-05-2018,11:57:00,100.4,26900CE,1.25
15-05-2018,09:32:00,81.6,Buy,15-05-2018,09:38:00,73.45,26300PE,-203.75
15-05-2018,09:40:00,54,Sell,15-05-2018,15:15:00,40.15,26200PE,346.25
15-05-2018,11:54:00,43.2,Sell,15-05-2018,15:15:00,9.35,27100CE,846.25
16-05-2018,09:30:00,44.2,Sell,16-05-2018,11:22:00,57.45,26400CE,-331.25
16-05-2018,09:30:00,44.5,Sell,16-05-2018,09:53:00,57.85,26000PE,-333.75
16-05-2018,11:08:00,91.75,Buy,16-05-2018,11:46:00,101,26300CE,231.25
16-05-2018,09:46:00,81.3,Buy,16-05-2018,10:16:00,73.2,26100PE,-202.5
16-05-2018,10:19:00,44.5,Sell,16-05-2018,15:15:00,23.65,26000PE,521.25
16-05-2018,14:00:00,44.2,Sell,16-05-2018,15:15:00,21.65,26400CE,563.75
17-05-2018,09:30:00,35.2,Sell,17-05-2018,15:15:00,0.05,26300CE,878.75
17-05-2018,09:30:00,29.45,Sell,17-05-2018,09:46:00,38.3,26200PE,-221.25
17-05-2018,09:42:00,80.05,Buy,17-05-2018,13:14:00,112.05,26300PE,800
18-05-2018,09:30:00,43.95,Sell,18-05-2018,15:15:00,29.6,26400CE,358.75
18-05-2018,09:30:00,53.25,Sell,18-05-2018,10:16:00,69.25,25500PE,-400
18-05-2018,09:45:00,84.1,Buy,18-05-2018,15:15:00,88.35,25600PE,106.25
21-05-2018,09:30:00,42.65,Sell,21-05-2018,09:38:00,55.45,26300CE,-320
21-05-2018,09:30:00,43.6,Sell,21-05-2018,10:07:00,56.7,25500PE,-327.5
21-05-2018,09:35:00,109.25,Buy,21-05-2018,09:56:00,98.3,26100CE,-273.75
21-05-2018,10:04:00,97.85,Buy,21-05-2018,14:41:00,97.9,25700PE,1.25
21-05-2018,09:56:00,42.65,Sell,21-05-2018,15:15:00,19.95,26300CE,567.5
22-05-2018,09:30:00,53.2,Sell,22-05-2018,09:47:00,69.15,26000CE,-398.75
22-05-2018,09:30:00,49.1,Sell,22-05-2018,15:15:00,25.45,25500PE,591.25
22-05-2018,09:44:00,96.6,Buy,22-05-2018,11:07:00,106.25,25900CE,241.25
22-05-2018,11:11:00,53.2,Sell,22-05-2018,12:28:00,69.15,26000CE,-398.75
23-05-2018,09:30:00,47.45,Sell,23-05-2018,09:36:00,61.7,25900CE,-356.25
23-05-2018,09:30:00,46.5,Sell,23-05-2018,15:15:00,53.75,25600PE,-181.25
23-05-2018,09:36:00,95.45,Buy,23-05-2018,09:59:00,76.35,25800CE,-477.5
23-05-2018,10:21:00,90.25,Buy,23-05-2018,10:39:00,72.2,25700PE,-451.25
23-05-2018,09:52:00,47.45,Sell,23-05-2018,12:06:00,61.7,25900CE,-356.25
24-05-2018,09:30:00,52.4,Sell,24-05-2018,12:41:00,68.1,25700CE,-392.5
24-05-2018,09:30:00,40.15,Sell,24-05-2018,09:46:00,52.2,25700PE,-301.25
24-05-2018,10:57:00,60.25,Buy,24-05-2018,11:16:00,48.2,25700CE,-301.25
24-05-2018,09:34:00,109.25,Buy,24-05-2018,10:14:00,98.3,25800PE,-273.75
24-05-2018,10:15:00,40.15,Sell,24-05-2018,15:15:00,0.1,25700PE,1001.25
25-05-2018,09:30:00,46.2,Sell,25-05-2018,14:04:00,60.05,26500CE,-346.25
25-05-2018,09:30:00,47.45,Sell,25-05-2018,15:15:00,23.2,25700PE,606.25
25-05-2018,10:41:00,104.75,Buy,25-05-2018,15:15:00,115,26300CE,256.25
28-05-2018,09:30:00,42.65,Sell,28-05-2018,10:25:00,55.45,26700CE,-320
28-05-2018,09:30:00,58.45,Sell,28-05-2018,15:15:00,32.4,26200PE,651.25
28-05-2018,10:21:00,109.25,Buy,28-05-2018,15:15:00,140.55,26500CE,782.5
29-05-2018,09:30:00,53,Sell,29-05-2018,10:40:00,68.9,26600CE,-397.5
29-05-2018,09:30:00,47.15,Sell,29-05-2018,12:17:00,61.3,26200PE,-353.75
29-05-2018,09:47:00,95.85,Buy,29-05-2018,12:00:00,86.3,26500CE,-238.75
29-05-2018,09:32:00,80.5,Buy,29-05-2018,09:45:00,64.4,26300PE,-402.5
29-05-2018,12:01:00,53,Sell,29-05-2018,15:15:00,19.55,26600CE,836.25
30-05-2018,09:30:00,54.5,Sell,30-05-2018,09:45:00,70.85,26100CE,-408.75
30-05-2018,09:30:00,43.6,Sell,30-05-2018,15:15:00,6.1,25700PE,937.5
30-05-2018,09:37:00,103.5,Buy,30-05-2018,10:23:00,113.85,26000CE,258.75
31-05-2018,09:30:00,59.75,Sell,31-05-2018,13:20:00,77.7,26500CE,-448.75
31-05-2018,09:30:00,34.65,Sell,31-05-2018,09:36:00,45.05,26300PE,-260
31-05-2018,13:10:00,68.7,Buy,31-05-2018,13:34:00,61.8,26500CE,-172.5
31-05-2018,09:36:00,80.5,Buy,31-05-2018,09:53:00,72.45,26400PE,-201.25
31-05-2018,10:23:00,34.65,Sell,31-05-2018,15:15:00,0.15,26300PE,862.5
31-05-2018,13:34:00,59.75,Sell,31-05-2018,13:44:00,77.7,26500CE,-448.75
01-06-2018,09:30:00,57.4,Sell,01-06-2018,15:15:00,32.9,27500CE,612.5
01-06-2018,09:30:00,49.1,Sell,01-06-2018,11:28:00,64.45,26100PE,-383.75
01-06-2018,09:32:00,97.2,Buy,01-06-2018,10:04:00,77.75,26300PE,-486.25
04-06-2018,09:30:00,52.85,Sell,04-06-2018,15:15:00,12.1,27300CE,1018.75
04-06-2018,09:30:00,51.3,Sell,04-06-2018,09:32:00,66.7,26100PE,-385
04-06-2018,09:31:00,100.9,Buy,04-06-2018,15:15:00,261.05,26300PE,4003.75
05-06-2018,09:30:00,48.2,Sell,05-06-2018,15:15:00,28.75,26800CE,486.25
05-06-2018,09:30:00,48.5,Sell,05-06-2018,10:59:00,63.05,25700PE,-363.75
05-06-2018,11:50:00,94.95,Buy,05-06-2018,11:58:00,75.95,26600CE,-475
05-06-2018,09:32:00,103.35,Buy,05-06-2018,09:47:00,82.7,25900PE,-516.25
05-06-2018,11:30:00,48.5,Sell,05-06-2018,15:15:00,27.9,25700PE,515
06-06-2018,09:30:00,42.95,Sell,06-06-2018,11:18:00,55.85,26600CE,-322.5
06-06-2018,09:30:00,59.05,Sell,06-06-2018,15:15:00,10.85,25900PE,1205
06-06-2018,10:05:00,100,Buy,06-06-2018,12:56:00,100,26400CE,0
06-06-2018,14:26:00,42.95,Sell,06-06-2018,14:30:00,55.85,26600CE,-322.5
07-06-2018,09:30:00,52.7,Sell,07-06-2018,10:07:00,68.5,26600CE,-395
07-06-2018,09:30:00,40.7,Sell,07-06-2018,15:15:00,2.5,26500PE,955
07-06-2018,09:31:00,119.7,Buy,07-06-2018,09:40:00,95.75,26500CE,-598.75
07-06-2018,14:39:00,52.7,Sell,07-06-2018,14:41:00,68.5,26600CE,-395
08-06-2018,09:30:00,59.5,Sell,08-06-2018,15:15:00,63.55,26800CE,-101.25
08-06-2018,09:30:00,54.4,Sell,08-06-2018,15:15:00,38.4,25800PE,400
08-06-2018,15:05:00,93.05,Buy,08-06-2018,15:15:00,88,26700CE,-126.25
08-06-2018,09:35:00,101.5,Buy,08-06-2018,10:18:00,81.2,26000PE,-507.5
11-06-2018,09:30:00,49.75,Sell,11-06-2018,09:56:00,64.7,26900CE,-373.75
11-06-2018,09:30:00,59.5,Sell,11-06-2018,15:15:00,56.2,26100PE,82.5
11-06-2018,09:35:00,81.05,Buy,11-06-2018,14:18:00,72.95,26800CE,-202.5
11-06-2018,14:18:00,49.75,Sell,11-06-2018,15:15:00,34.55,26900CE,380
12-06-2018,09:30:00,54.95,Sell,12-06-2018,10:17:00,71.45,26800CE,-412.5
12-06-2018,09:30:00,50.15,Sell,12-06-2018,15:15:00,26.2,26100PE,598.75
12-06-2018,09:53:00,91.95,Buy,12-06-2018,12:56:00,82.75,26700CE,-230
12-06-2018,09:39:00,82.65,Buy,12-06-2018,09:47:00,66.1,26200PE,-413.75
12-06-2018,12:56:00,54.95,Sell,12-06-2018,14:56:00,71.45,26800CE,-412.5
13-06-2018,09:30:00,52.65,Sell,13-06-2018,15:15:00,31,26900CE,541.25
13-06-2018,09:30:00,53.5,Sell,13-06-2018,15:15:00,35.8,26400PE,442.5
13-06-2018,09:39:00,95.45,Buy,13-06-2018,09:54:00,76.35,26800CE,-477.5
13-06-2018,09:57:00,91.2,Buy,13-06-2018,10:09:00,72.95,26500PE,-456.25
14-06-2018,09:30:00,29.95,Sell,14-06-2018,15:15:00,0.15,26700CE,745
14-06-2018,09:30:00,55.7,Sell,14-06-2018,10:11:00,72.4,26500PE,-417.5
14-06-2018,13:52:00,71.05,Buy,14-06-2018,13:56:00,56.85,26600CE,-355
14-06-2018,09:48:00,114.9,Buy,14-06-2018,12:37:00,103.4,26600PE,-287.5
14-06-2018,11:24:00,55.7,Sell,14-06-2018,12:08:00,72.4,26500PE,-417.5
15-06-2018,09:30:00,41.1,Sell,15-06-2018,15:15:00,18.4,27000CE,567.5
15-06-2018,09:30:00,50.4,Sell,15-06-2018,13:06:00,65.5,26100PE,-377.5
15-06-2018,12:36:00,80.5,Buy,15-06-2018,15:04:00,88.55,26200PE,201.25
18-06-2018,09:30:00,43.5,Sell,18-06-2018,15:15:00,37.5,26700CE,150
18-06-2018,09:30:00,46.95,Sell,18-06-2018,15:15:00,36,26000PE,273.75
18-06-2018,10:50:00,77.6,Buy,18-06-2018,12:57:00,62.1,26600CE,-387.5
18-06-2018,09:37:00,78.1,Buy,18-06-2018,10:21:00,62.5,26100PE,-390
19-06-2018,09:30:00,57.95,Sell,19-06-2018,15:15:00,43.85,26500CE,352.5
19-06-2018,09:30:00,47.9,Sell,19-06-2018,11:47:00,62.25,26000PE,-358.75
19-06-2018,11:46:00,82.7,Buy,19-06-2018,14:46:00,74.4,26100PE,-207.5
19-06-2018,14:47:00,47.9,Sell,19-06-2018,15:15:00,49.2,26000PE,-32.5
20-06-2018,09:30:00,42.9,Sell,20-06-2018,10:52:00,55.75,26500CE,-321.25
20-06-2018,09:30:00,59.6,Sell,20-06-2018,15:15:00,7.55,26200PE,1301.25
20-06-2018,09:33:00,86.6,Buy,20-06-2018,15:15:00,206.75,26400CE,3003.75
21-06-2018,09:30:00,37.4,Sell,21-06-2018,15:15:00,0.1,26700CE,932.5
21-06-2018,09:30:00,46.6,Sell,21-06-2018,09:41:00,60.6,26600PE,-350
21-06-2018,09:37:00,111.65,Buy,21-06-2018,12:49:00,133.9,26700PE,556.25
21-06-2018,13:01:00,46.6,Sell,21-06-2018,14:33:00,60.6,26600PE,-350
22-06-2018,09:30:00,48.25,Sell,22-06-2018,13:14:00,62.7,26800CE,-361.25
22-06-2018,09:30:00,50.5,Sell,22-06-2018,15:15:00,17.4,26000PE,827.5
22-06-2018,12:32:00,80.9,Buy,22-06-2018,15:15:00,208.7,26700CE,3195
22-06-2018,09:53:00,78.75,Buy,22-06-2018,10:44:00,63,26100PE,-393.75
25-06-2018,09:30:00,54.55,Sell,25-06-2018,09:47:00,70.9,27000CE,-408.75
25-06-2018,09:30:00,54.1,Sell,25-06-2018,11:12:00,70.35,26400PE,-406.25
25-06-2018,09:35:00,91.4,Buy,25-06-2018,11:07:00,82.25,26900CE,-228.75
25-06-2018,11:07:00,87.3,Buy,25-06-2018,13:37:00,78.6,26500PE,-217.5
25-06-2018,11:08:00,54.55,Sell,25-06-2018,15:15:00,36.5,27000CE,451.25
25-06-2018,11:45:00,54.1,Sell,25-06-2018,13:05:00,70.35,26400PE,-406.25
26-06-2018,09:30:00,44.75,Sell,26-06-2018,09:54:00,58.2,26800CE,-336.25
26-06-2018,09:30:00,44.5,Sell,26-06-2018,15:15:00,21,26200PE,587.5
26-06-2018,09:36:00,76.15,Buy,26-06-2018,13:17:00,91.3,26700CE,378.75
26-06-2018,15:11:00,44.75,Sell,26-06-2018,15:15:00,50.95,26800CE,-155
27-06-2018,09:30:00,56,Sell,27-06-2018,15:15:00,16.1,26700CE,997.5
27-06-2018,09:30:00,56.7,Sell,27-06-2018,11:34:00,73.7,26400PE,-425
27-06-2018,09:45:00,101.2,Buy,27-06-2018,10:43:00,80.95,26600CE,-506.25
27-06-2018,11:32:00,108.1,Buy,27-06-2018,14:44:00,129.7,26500PE,540
27-06-2018,15:01:00,56.7,Sell,27-06-2018,15:11:00,73.7,26400PE,-425
28-06-2018,09:30:00,31.6,Sell,28-06-2018,09:37:00,41.1,26500CE,-237.5
28-06-2018,09:30:00,57.3,Sell,28-06-2018,12:22:00,74.5,26300PE,-430
28-06-2018,09:33:00,71.75,Buy,28-06-2018,10:20:00,79,26400CE,181.25
28-06-2018,12:06:00,65.9,Buy,28-06-2018,12:35:00,52.7,26300PE,-330
28-06-2018,11:21:00,31.6,Sell,28-06-2018,15:15:00,0.25,26500CE,783.75
28-06-2018,12:35:00,57.3,Sell,28-06-2018,14:15:00,74.5,26300PE,-430
29-06-2018,09:30:00,53,Sell,29-06-2018,15:15:00,39.1,26800CE,347.5
