,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
299,2020-01-02 15:14:00,2020-01-02 15:20:00,BANKNIFTY02JAN2032500PE,54.4,55.8,25,1,34.999999999999964,expiry over
300,2020-01-02 15:14:00,2020-01-02 15:20:00,BANKNIFTY02JAN2032400PE,0.5,0.25,25,-1,6.25,expiry over
301,2020-01-09 10:20:00,2020-01-09 15:20:00,BANKNIFTY09JAN2031800PE,70.75,0.1,25,-1,1766.2500000000002,expiry over
302,2020-01-09 10:41:00,2020-01-09 15:20:00,BANKNIFTY09JAN2031900PE,62.0,0.15,25,-1,1546.25,expiry over
303,2020-01-09 12:12:00,2020-01-09 15:20:00,BANKNIFTY09JAN2031500PE,2.55,0.1,25,1,-61.24999999999999,expiry over
304,2020-01-09 12:12:00,2020-01-09 15:20:00,BANKNIFTY09JAN2032000PE,58.7,0.15,25,-1,1463.75,expiry over
305,2020-01-09 13:28:00,2020-01-09 15:20:00,BANKNIFTY09JAN2031700PE,2.85,0.1,25,1,-68.75,expiry over
306,2020-01-09 13:28:00,2020-01-09 15:20:00,BANKNIFTY09JAN2032100PE,45.25,6.6,25,-1,966.25,expiry over
307,2020-01-16 09:39:00,2020-01-16 10:29:00,BANKNIFTY16JAN2031900PE,55.0,101.15,25,-1,-1153.7500000000002,stoploss hit
308,2020-01-16 11:01:00,2020-01-16 12:39:00,BANKNIFTY16JAN2031800CE,41.3,77.85,25,-1,-913.7499999999999,stoploss hit
309,2020-01-16 10:27:00,2020-01-16 15:20:00,BANKNIFTY16JAN2031900CE,53.9,0.15,25,-1,1343.75,expiry over
310,2020-01-23 11:09:00,2020-01-23 12:15:00,BANKNIFTY23JAN2030800CE,49.35,96.6,25,-1,-1181.2499999999998,stoploss hit
311,2020-01-23 09:50:00,2020-01-23 12:36:00,BANKNIFTY23JAN2030900CE,60.0,110.75,25,-1,-1268.75,stoploss hit
312,2020-01-23 13:10:00,2020-01-23 14:00:00,BANKNIFTY23JAN2031000PE,27.15,49.0,25,-1,-546.25,stoploss hit
313,2020-01-23 12:35:00,2020-01-23 15:20:00,BANKNIFTY23JAN2030900PE,26.1,0.3,25,-1,645.0,expiry over
314,2020-01-30 14:09:00,2020-01-30 14:51:00,BANKNIFTY30JAN2030600CE,24.4,48.6,25,-1,-605.0000000000001,stoploss hit
315,2020-01-30 10:10:00,2020-01-30 15:20:00,BANKNIFTY30JAN2030700CE,68.45,0.2,25,-1,1706.25,expiry over
316,2020-02-06 09:39:00,2020-02-06 10:51:00,BANKNIFTY06FEB2031000PE,72.45,136.6,25,-1,-1603.7499999999998,stoploss hit
317,2020-02-06 10:57:00,2020-02-06 11:54:00,BANKNIFTY06FEB2031000CE,107.7,198.7,25,-1,-2274.9999999999995,stoploss hit
318,2020-02-06 13:40:00,2020-02-06 13:55:00,BANKNIFTY06FEB2031400PE,25.2,48.1,25,-1,-572.5,stoploss hit
319,2020-02-06 11:48:00,2020-02-06 15:20:00,BANKNIFTY06FEB2031000PE,57.7,0.15,25,-1,1438.75,expiry over
320,2020-02-06 11:55:00,2020-02-06 15:20:00,BANKNIFTY06FEB2031100PE,52.25,0.1,25,-1,1303.75,expiry over
321,2020-02-06 12:32:00,2020-02-06 15:20:00,BANKNIFTY06FEB2030900PE,4.2,0.25,25,1,-98.75,expiry over
322,2020-02-06 12:32:00,2020-02-06 15:20:00,BANKNIFTY06FEB2031200PE,38.45,0.2,25,-1,956.25,expiry over
323,2020-02-06 13:00:00,2020-02-06 15:20:00,BANKNIFTY06FEB2031000PE,2.85,0.15,25,1,-67.5,expiry over
324,2020-02-06 13:00:00,2020-02-06 15:20:00,BANKNIFTY06FEB2031300PE,39.2,0.9,25,-1,957.5000000000001,expiry over
